10000 100000
3034 7093 8
1858 6437 1
482 6650 6
9117 4878 4
1041 3331 3
5229 8445 5
8403 9908 5
3901 2882 4
8089 7456 5
6067 9 8
3597 5359 3
386 3026 5
4900 5122 10
9697 8867 1
2518 6607 5
283 3222 1
7563 7759 7
8369 8765 3
6760 4278 6
8574 1112 8
4677 4290 9
4296 4521 3
9381 4051 1
4217 6399 5
9539 3252 2
9979 8338 9
3984 1262 2
184 260 10
7401 5447 10
6197 7125 2
860 6907 7
4365 1335 9
5289 2946 6
9719 8483 3
9379 1036 9
4444 9202 6
9631 8776 9
1745 231 9
6554 1781 6
6698 678 1
5587 1049 8
3568 7585 7
9577 8458 2
1512 8178 2
8623 2556 7
5054 2399 5
2838 3802 9
3524 5079 4
5045 5470 1
4880 5337 4
5452 3538 8
7699 6529 9
5244 5146 5
8215 3431 5
6719 4118 4
6269 258 3
5911 4916 4
561 1534 8
1070 7058 2
2389 6327 5
5668 2416 8
6565 3987 3
5243 4460 10
3994 9270 2
2288 1416 9
4692 4243 10
9185 8215 4
7335 4972 7
3868 9637 3
7101 2605 5
8307 8798 1
8380 558 6
3158 1900 2
3161 3492 9
7247 818 2
6398 6042 1
3690 9060 10
2767 5740 1
4992 4733 4
7166 589 2
4128 9726 4
7395 8138 1
2378 2392 3
8163 9889 5
9501 6073 3
4387 7083 9
9806 623 8
2895 2649 1
148 6372 2
7987 8971 3
1978 3144 1
5091 836 6
510 834 10
4491 9741 5
3924 4988 7
6363 5437 5
1079 2956 2
7900 877 10
1323 24 6
2452 9934 6
2418 5002 7
8775 2233 5
1263 7320 2
4882 7871 1
3742 8985 7
6434 4561 8
839 8063 9
2452 1204 1
1054 5473 2
7030 1117 8
564 4638 10
3377 2493 8
8849 572 8
3801 147 1
9804 8361 8
8068 9510 2
1653 4950 8
6433 6381 9
9362 5112 2
9238 86 3
5396 5830 8
533 6265 5
3245 6109 9
9268 4627 8
3133 1632 2
935 9590 4
3126 2032 7
6900 5097 4
192 2829 3
7315 6831 8
3588 9327 1
8453 9374 5
2654 4786 2
2585 898 2
5569 8373 7
1845 1977 1
5567 3364 9
3268 3182 9
5825 6136 2
9060 9359 6
4471 7065 4
8931 1815 3
2024 8370 6
784 760 9
9614 4554 4
5895 7167 2
5231 3313 5
6551 9470 1
1047 3980 2
5558 2933 5
9565 9906 4
6813 9533 7
2584 5545 10
1250 7030 2
8433 1400 5
6784 3668 4
6837 8749 9
7531 7026 8
2794 2850 8
2588 3 3
3027 7492 5
2403 4517 3
665 7914 7
7865 133 10
4196 6706 1
5142 3865 2
2940 738 9
2432 7381 4
2968 613 5
9871 6022 6
2219 6291 5
6416 6662 5
3648 9149 4
9795 3293 6
8967 2275 5
9979 7417 1
5379 4841 2
2498 5789 7
4794 8953 8
5205 5255 6
4025 6802 9
8347 6545 4
8885 614 5
4267 6903 10
5202 3581 10
5956 1585 2
2357 1112 4
8554 4083 7
3004 5549 9
2659 7922 5
8503 5147 5
5886 9448 7
1948 9290 10
5130 9710 10
1026 9366 4
7911 8616 7
9144 6695 5
1811 3348 1
8594 1698 3
7503 5905 3
5255 7211 5
4108 3789 2
2011 5289 6
4747 6062 1
2632 966 6
4220 5119 8
1907 67 9
628 2889 4
2202 3069 4
7126 7827 7
6974 746 1
6486 3959 6
5288 2254 9
9605 594 2
2619 2376 6
570 2098 1
3887 7565 5
8830 8801 2
9824 2124 3
8842 2835 10
4817 9384 1
6331 938 9
5530 9839 3
3195 6820 3
8618 740 10
3024 8786 2
3472 184 3
5471 8472 4
4355 8424 5
7182 5200 8
6463 91 10
2589 8262 8
3267 425 9
5407 9339 2
885 4753 6
6626 9303 10
4693 2231 2
8946 2323 10
6016 1361 10
4040 1218 9
6952 118 6
4650 9102 4
2300 6931 5
1874 2974 9
8260 7048 1
2361 3621 6
6124 3868 7
8100 5182 4
7006 716 3
7604 9513 4
9026 7630 1
961 7350 1
9024 3186 4
7722 6907 8
7064 9964 10
5927 1913 7
9621 7130 6
2964 2195 7
5714 654 7
5494 7353 5
8466 6715 6
6414 8591 1
6 4308 8
7303 5319 9
8525 2131 6
2929 4993 7
1583 7269 4
8330 7468 5
5305 258 10
7573 1292 9
4485 337 8
5354 9709 5
402 9966 9
3347 785 9
1993 7799 2
5932 403 1
7908 924 9
796 5510 4
1007 3385 7
5235 2730 7
5667 4336 8
8256 9718 9
6844 637 7
766 4496 7
1184 2047 4
3023 3108 10
4591 6076 6
7418 1383 3
1613 5977 6
1186 9084 2
521 8944 3
9680 356 7
4653 9403 10
4075 9752 10
1283 7340 7
1785 6743 3
181 9721 4
5927 6413 5
9676 6446 4
2905 1110 4
6106 3474 1
9892 7946 10
4289 653 6
3404 9719 10
7600 3791 2
4032 5503 1
6164 7389 5
8296 172 6
2881 82 7
5573 792 7
8531 3447 8
8387 5243 7
4716 7775 8
7271 8225 10
9238 1118 3
5646 6516 7
3284 626 1
5084 5073 7
370 5220 5
1182 3834 5
9645 8860 5
425 6953 8
3235 7959 8
3315 6861 6
1422 5739 2
598 6244 6
6066 6356 6
2659 386 9
424 3522 8
6015 2490 8
4181 2513 7
9108 3007 3
4592 464 9
2269 6399 10
6158 533 3
1296 8059 8
3783 3839 5
116 6196 10
9913 5891 5
8259 3708 7
9996 4725 8
1539 4767 2
5931 3548 10
3560 100 8
4812 1586 10
6400 5740 1
5322 7791 5
8854 1460 2
8226 6410 6
6260 3911 4
3721 6405 4
1549 4031 8
8560 2856 5
7808 6224 4
311 4572 3
5203 846 1
6593 5009 5
7395 3660 4
9936 8565 8
6167 4601 1
8249 6001 9
976 8401 4
4504 4977 3
1265 7151 2
2080 7906 2
7612 7892 6
1326 1067 7
196 3333 3
181 7422 4
4345 3426 10
8479 5897 4
8087 6947 2
4407 2520 3
6445 1601 2
1072 1990 1
711 9655 3
8208 5690 6
7372 1280 7
423 885 3
2408 2385 5
3443 9641 4
1512 9071 3
5854 7160 4
9052 1650 7
4555 3896 10
4249 7704 3
9546 4223 9
8896 6679 3
2048 8492 3
5658 2365 8
3246 8478 4
7556 5090 7
9935 8287 9
8133 9637 5
154 5378 8
6670 228 6
4631 6283 10
7064 1559 9
8097 9423 8
6117 3347 4
7026 235 2
3013 6605 9
5444 211 7
3542 6007 6
8151 8576 5
178 8569 5
4440 6399 7
3590 3115 3
1964 3780 1
7733 7178 6
2139 6955 5
6176 966 5
748 9868 10
3107 1356 6
6480 9178 7
8241 9907 5
7673 562 2
6501 991 10
5878 824 2
2779 7741 4
3062 2320 5
5958 490 5
8581 3833 8
3198 3595 6
8241 1614 1
725 1105 1
5645 2885 8
9694 4171 1
6528 6137 9
9857 8201 6
4070 8132 6
5125 7481 8
1764 2621 8
2518 6686 7
7275 5211 5
2471 2291 3
2381 7331 2
1953 7589 3
5213 9578 8
5185 3409 8
2846 250 4
6460 1059 3
9279 4984 3
1309 6804 5
8756 4724 1
3062 7380 7
6621 5949 7
870 9584 2
2132 3084 9
3451 7768 4
7696 4543 9
9145 2297 1
7460 1968 4
1515 904 1
6281 1013 6
2041 613 9
5549 6762 7
4279 3773 4
1578 8478 2
5774 5959 6
2443 8309 10
5550 7233 6
7658 7362 9
7831 7177 7
834 6072 9
6150 5391 8
6214 4425 4
9196 9706 8
798 170 10
8071 6925 7
4019 637 6
9745 3295 9
8358 4326 9
6572 3765 6
4347 6894 9
8581 7454 10
9028 5957 4
658 2153 5
417 9481 7
3330 681 7
3377 8188 2
824 8324 10
6022 1100 5
641 7188 1
5832 3896 3
5271 38 1
4571 7387 9
4805 4759 3
2617 5204 2
4305 3098 6
8093 8045 9
609 5337 4
3162 2224 5
900 1375 10
5261 3857 8
5357 2277 6
4385 3032 9
6626 7541 4
9815 2182 8
1878 9709 7
6738 3521 3
7609 7283 3
827 4748 3
1831 5751 4
8717 7413 1
4392 5005 6
8338 2105 2
8993 1955 6
3174 2342 1
7735 5617 3
7863 3697 2
420 533 9
1021 7793 9
51 3260 9
7120 1931 9
3172 6594 8
4683 1253 7
8935 7389 1
766 1416 9
6847 3853 3
3842 8353 3
9015 3080 2
7500 7693 3
3255 8540 2
3371 7400 7
7566 3723 10
218 1183 6
2632 3262 3
7235 6556 7
8367 5202 6
947 3749 9
5369 3317 8
8717 1237 9
4032 8985 7
3436 1537 2
2624 2527 2
921 9431 1
837 7382 6
4683 2279 2
1654 9486 2
2027 2103 1
8939 4628 6
2904 9565 3
5493 191 2
9409 9908 8
4980 5512 8
3211 2690 8
4485 7824 6
3549 3829 8
3338 4409 10
3356 2898 10
3570 8614 2
3679 1708 8
3173 7928 5
7857 3812 3
9536 5781 8
821 3447 9
3951 8325 3
599 2002 4
7024 429 10
912 2521 7
3863 3000 2
4897 8398 10
2428 8135 2
7439 8790 3
1431 788 4
9838 4863 6
9306 658 5
9076 7604 4
4576 1415 3
1998 7027 3
8280 5413 3
3248 6477 7
3532 4342 4
9173 9450 8
2846 4906 9
9113 8412 6
428 3753 7
9937 3834 10
8453 7618 7
4925 2539 9
7673 2567 10
973 411 4
5037 897 4
6426 4653 6
678 6484 9
5488 5532 5
1709 20 8
5550 9499 5
8594 1485 5
2802 3287 7
2375 8055 5
3258 8551 3
5 9158 1
3280 7326 5
4586 6823 2
647 7802 9
4324 9546 2
5599 6817 1
2125 2773 1
8030 6024 2
542 2179 1
3185 2133 2
8363 6685 2
872 9768 10
4229 134 3
4260 1123 4
3600 9468 9
6601 6768 6
6352 7463 10
4273 3653 2
4537 3102 8
4141 7018 7
3765 3256 4
7993 397 9
162 32 9
659 4716 8
8107 9960 9
3458 4093 1
7683 6915 8
7503 5373 9
5027 8920 7
6579 4974 9
4500 5797 3
1493 8511 6
3334 2144 10
4593 8796 8
1407 4593 6
7546 4820 1
3610 2684 7
213 4428 4
94 409 7
3895 7314 7
1909 1997 2
4662 3203 4
8481 5583 3
7874 5611 1
5104 4172 4
2260 1481 3
8348 2958 1
2541 78 5
9854 3493 7
8863 1004 8
6003 7216 4
6431 6595 8
4131 8787 9
1488 8437 8
1120 2496 3
2575 2142 2
4548 2930 9
9172 1529 6
4317 2109 3
4957 5896 4
5591 7483 6
8400 2756 8
9352 693 9
5365 46 4
2354 5667 9
5450 4746 9
4807 3399 5
1121 9908 2
2015 9094 1
4215 2287 10
7400 7669 6
4317 2104 9
6463 486 2
3660 2076 5
3367 7008 5
9690 8574 8
1897 377 7
6296 5938 2
6285 3079 5
4764 9647 1
9175 6834 5
5993 5849 4
447 1522 3
6746 3581 1
1699 3248 10
9996 4015 9
1086 4868 8
29 632 9
2415 6111 3
3676 5138 3
2731 8491 2
2967 1251 10
2153 9033 7
957 5129 3
5334 4751 5
4482 8889 4
2196 542 1
9990 5766 6
9874 3695 4
4552 6446 7
6161 5508 2
7220 4164 7
9988 1281 8
2048 339 9
4297 69 7
6957 4959 1
1465 3947 4
386 7736 4
2414 5303 7
2565 596 7
733 9964 5
2243 7665 6
9444 3491 10
940 9517 9
5761 3445 3
7601 4778 4
5882 5964 5
1421 1675 7
5083 9891 7
2854 4469 6
4933 674 1
5281 9485 5
3811 6502 5
1390 2206 1
5341 6811 7
5338 3593 10
5356 9041 3
8545 6456 3
486 4980 3
2548 2932 2
411 9609 2
7319 8438 4
8237 3104 8
9503 61 2
2787 252 7
4240 6219 8
7745 681 4
7325 1092 1
8979 9400 2
5766 1370 3
1743 5912 3
9651 9758 8
6508 9881 10
5920 9871 9
751 283 7
5283 5299 8
1401 5019 3
2681 8157 5
9963 4090 8
5921 6932 7
4450 226 10
45 1463 7
3602 4609 10
6642 5628 4
1378 8575 9
6715 5017 6
4939 8022 10
9590 9975 6
8617 2258 3
5701 3929 2
7909 2222 7
500 9158 6
4979 6004 6
8941 8863 1
4062 6190 5
1696 7234 1
3673 6012 3
5724 8467 5
8941 5128 4
8120 3554 3
891 8046 8
4951 3565 9
4944 1348 2
9585 4090 3
2878 2259 7
9540 8516 8
9556 3517 2
9542 925 4
1651 4504 4
7443 365 7
4473 2988 7
8826 2707 4
9587 4222 8
5762 7379 1
2902 2879 3
5269 2148 3
9144 9076 6
4145 8906 1
8238 4847 4
2231 5755 6
8663 9511 10
6879 4257 8
3604 9753 3
2093 7933 5
4620 6690 6
7604 2498 5
1026 1245 6
5007 5804 2
8127 8866 6
4907 8893 4
1201 7573 2
515 6593 1
3415 1726 1
6555 7156 1
5993 1843 4
1407 6248 9
8863 2268 5
4148 2015 8
4021 6025 9
2802 48 3
6701 4706 7
6477 9219 9
5670 5802 8
4036 5918 10
801 2340 7
1523 492 2
9714 3307 3
2353 9346 8
8903 8444 5
6942 1422 6
796 1269 1
8583 2859 4
2463 713 9
3770 4398 9
6018 2259 6
4648 1310 5
2122 6304 6
2548 1758 3
9019 9974 6
3721 9622 9
8265 6975 6
5458 4951 8
2304 6288 5
8405 1700 6
7787 8601 7
5707 608 6
5579 7429 9
411 5562 1
4721 1650 4
1545 4398 10
8972 3580 2
4219 1752 2
847 6015 1
9733 8942 8
2439 4883 5
5661 5169 7
7255 8085 8
5029 5451 10
6025 8189 5
1589 1437 7
3875 9463 5
8604 3281 1
5055 8948 7
1794 9770 4
1217 2250 6
5241 3272 3
308 9069 3
2404 8317 10
1127 3985 2
5070 5465 1
9693 6880 10
1440 4941 6
8397 9631 4
1790 1342 6
3680 6997 6
9273 1825 4
9408 2588 5
6962 4206 3
7240 3233 6
2995 7094 6
5931 5227 9
1924 9602 9
1741 6525 5
9320 3697 8
7396 5442 4
8919 6315 2
541 6036 8
9746 3878 6
3508 5596 2
7560 3347 10
7875 6048 10
5119 9020 5
7899 2549 10
8369 6610 2
6446 3104 1
8551 8989 1
6102 6409 8
4074 5310 3
4618 6620 2
5454 2527 2
7975 5291 9
6345 8904 10
7618 2646 2
637 6829 8
5030 9559 3
782 2170 2
7837 5074 8
642 5674 8
9857 3485 7
3725 7305 4
2202 1048 5
6467 9458 10
3103 2684 9
4974 6639 8
5763 6654 3
4404 2071 1
5309 6733 9
2486 1827 8
1356 6542 4
8812 5650 7
1710 1848 8
4466 8550 8
9797 9639 7
2006 3508 7
1428 6066 2
2427 3014 6
8554 6166 6
1310 2559 5
6475 6114 9
7860 5074 10
880 5735 9
6660 2754 1
5033 570 4
9802 2156 9
1195 2178 6
2931 7147 8
9484 2908 5
9178 393 10
8303 3087 4
2381 8508 6
1656 1315 5
7927 922 7
5689 9336 1
7344 6383 9
4597 333 9
7608 9736 6
9445 4295 5
6378 9328 7
6399 1496 9
161 4088 7
6268 3630 4
5182 2160 1
7320 996 9
4143 9159 3
7389 682 8
453 3750 4
9155 5862 3
8836 2029 7
9198 6673 9
4332 2420 9
4637 7209 10
5601 4839 7
3400 3139 4
1877 6638 8
1642 1364 6
3546 2168 4
7190 815 5
2661 9061 4
4732 8201 10
6009 889 7
8811 7839 9
2999 5011 2
7251 7436 10
3156 9656 5
3031 7311 10
8712 7768 10
6507 8142 8
7824 799 7
7091 5150 2
1399 9155 4
985 5683 4
8025 1783 6
6127 1699 3
606 643 5
7096 6228 8
73 1696 8
6643 5949 3
3379 9753 1
5474 4130 5
4494 65 5
3280 6133 10
3150 567 8
2117 1765 2
5715 8091 8
6857 6344 2
3612 8847 6
6819 8429 7
1316 1982 2
4043 4621 3
5505 1018 6
898 4262 4
6900 8671 6
6950 9461 3
5513 313 1
5836 2259 1
9013 8724 9
8189 760 8
3925 8014 5
9019 9881 5
5890 9815 2
2724 5219 6
3881 7683 3
9933 4116 3
5396 3385 2
4662 8577 7
9516 4022 4
1994 9898 6
2008 5409 10
5214 9644 2
2559 6431 9
6555 1051 8
4473 724 6
3443 1580 6
5081 4682 5
7755 9076 9
1587 2943 10
3197 8571 4
2520 2217 6
4268 7316 5
1103 3825 5
2880 9760 5
660 5089 10
2331 5962 5
7973 7193 3
5429 3971 4
8155 2928 9
59 6711 5
4289 4252 9
714 9575 10
467 1257 5
913 7991 3
1239 2985 10
8393 8611 2
5088 9965 8
9803 754 5
3681 4543 3
4668 603 4
8657 3939 2
5741 1455 7
3657 4872 7
8697 5518 4
977 9893 7
3218 3450 3
5043 8872 5
8941 983 8
4866 2308 4
6126 5287 5
2042 4281 6
5649 8345 6
7624 8623 3
5683 4453 1
4884 8776 3
8152 9809 7
1170 6074 4
7921 725 7
5301 3281 9
1700 8836 3
1720 3110 6
2356 7112 2
9369 3609 3
4558 4103 7
2886 819 7
8672 9346 10
8049 280 3
274 5369 5
1354 4464 2
520 4841 5
1248 3656 6
4653 3760 1
9292 793 3
3543 7882 10
3875 4826 2
7131 9285 8
955 8601 5
3503 2341 5
8911 7033 10
2044 4058 2
5305 3632 5
6416 8128 6
9191 1046 9
2430 4840 9
2856 8797 5
900 5265 2
9400 5818 6
1193 3048 4
6950 2162 1
6098 3892 1
191 9048 7
2745 7845 10
8864 2580 1
3876 8503 4
8039 7940 2
9833 5839 4
4097 1708 6
2063 5053 8
6046 9073 10
6952 3651 7
7930 7900 2
5719 9873 7
1212 1829 5
6047 4194 2
4375 9647 7
1688 253 10
1940 7631 4
6871 9215 6
5059 9616 7
4040 1395 9
8255 3665 10
8535 6577 8
1919 4454 7
421 2872 10
3513 1624 1
5271 2619 9
3053 7363 8
7519 6365 4
3285 2990 6
7638 7610 5
6446 7320 2
6708 663 1
9486 1776 3
8013 1775 4
9455 5320 9
3070 5353 7
2100 6350 6
9413 4147 1
7950 8504 9
4999 9982 10
2262 6192 8
9194 3654 7
16 6469 10
8913 2283 9
9407 2366 10
4614 4123 10
1572 8498 5
7618 3168 7
8314 8651 5
3669 2826 3
6968 4103 9
2813 7138 9
4255 2536 3
9941 130 8
2212 303 3
3082 5606 3
6078 7354 2
3547 3001 4
9339 6404 5
437 9945 10
4946 5410 7
684 959 7
4369 7086 2
7007 6470 2
4018 7318 6
6512 7787 5
4299 8923 10
4281 736 4
9225 9371 1
4567 271 2
1918 1479 7
8166 4660 8
4980 6145 8
9892 2918 7
595 4867 5
669 8737 10
2361 8817 10
8095 9097 7
7052 1165 1
9310 8955 5
5909 7639 4
9501 3460 10
46 2660 4
650 6810 3
2288 2557 9
7240 1968 1
3127 605 9
4056 6196 8
18 471 8
8865 9196 5
1963 7917 2
9690 9507 2
5724 690 4
2518 8578 7
5488 3140 10
494 7212 7
598 8116 2
4930 9250 3
799 6384 10
1522 1807 5
5227 588 2
6174 1457 4
300 4937 3
8295 1284 7
1819 3979 4
1716 8296 6
5494 6588 6
1016 5324 10
4669 6896 10
8337 2358 9
8221 9664 8
7688 1852 6
3688 3053 5
4716 1308 5
3355 8384 8
1996 4896 7
7078 5695 6
1930 4851 10
1435 9413 4
3966 5304 4
5921 4985 10
2076 5168 5
5631 1784 6
4671 5548 5
8156 6372 3
4669 1937 9
828 9720 3
7170 5432 5
7833 4602 4
9329 2719 9
7338 6880 8
5982 6535 9
8221 4478 1
2670 8050 4
3925 2940 1
916 9876 8
3417 3301 9
1904 323 6
1585 7884 1
1273 2288 5
4315 3747 10
7779 3335 6
5777 8227 1
4101 9396 7
7605 9471 6
8892 1336 4
7005 6366 4
711 7495 8
7099 738 5
30 7160 3
7712 4369 8
2425 3425 6
4281 2377 2
1155 6602 7
5926 9933 8
4852 8244 9
549 4256 4
9670 5392 1
8321 377 9
8274 2631 8
4788 608 8
4078 2177 4
3384 3463 4
6550 8299 5
3889 6009 2
2945 2694 9
532 7012 10
513 4875 8
1787 4957 9
8537 2215 10
3918 9409 10
5389 2786 1
5411 6515 10
724 5828 8
4821 6969 8
2771 8306 9
1348 3494 4
9643 3424 3
5183 7841 3
1689 3929 4
82 9649 1
2351 9183 1
4306 2979 9
8754 9576 7
4654 677 9
6810 3096 4
8953 3994 3
4221 2965 4
1042 1358 5
5725 8659 4
1661 1449 6
3751 116 9
9220 3910 5
2624 4564 6
2634 3379 1
5253 6308 2
4983 1740 4
2131 4893 10
454 3877 1
8854 6820 6
219 1110 4
1295 500 1
7512 984 9
6404 1485 6
6103 7139 1
8675 8377 9
8944 1594 2
9091 7272 6
7113 220 7
3606 3482 8
5001 2632 9
6843 1287 6
5535 3157 4
4981 5188 10
826 599 10
2397 9549 8
495 6883 9
3283 954 3
6205 1367 7
6534 5431 4
5662 1699 3
9737 1598 8
1244 2376 5
8518 406 8
5821 4848 2
6806 3447 10
9631 785 2
6186 8264 4
1115 4117 10
1490 1015 4
6299 3398 2
1503 4430 8
2509 1211 5
6249 1251 4
5003 3935 10
2983 5442 3
4746 124 3
5074 6398 10
7633 7612 3
292 4789 9
6128 1897 4
4533 9886 8
3034 997 4
7542 8679 4
9615 1786 8
3382 472 8
6357 9446 3
5430 6428 1
5895 9010 7
9615 6513 9
6404 5676 3
3632 5185 6
7963 5679 7
8714 2970 4
455 5241 1
1295 956 1
6685 6763 6
9643 519 8
9619 7533 6
104 3596 6
6762 4579 4
7069 8981 4
7794 7275 6
2444 6894 5
2555 2298 8
2950 2014 5
9995 7262 2
2327 4901 10
937 2789 8
4657 688 10
6117 9441 3
113 117 9
2938 1908 5
7280 1414 1
6033 6600 8
3285 347 9
2352 4547 10
8501 477 9
1742 6215 9
9069 7146 6
9544 6725 2
6337 7411 1
6660 1394 3
3231 2815 8
4913 4914 3
9837 9713 7
7070 1719 6
1748 6715 5
6636 366 6
4965 1167 9
8300 1598 5
6085 8961 6
8403 8698 8
498 4900 4
226 9647 9
7923 4860 6
8030 7957 6
1139 5748 3
6417 4792 4
5949 1684 8
5050 1823 3
33 2405 3
8309 560 6
796 4611 3
3805 5980 10
8155 2952 5
5256 5049 4
8461 2128 3
2950 1946 5
570 1464 1
9020 5371 4
9161 1924 4
3546 5663 4
6424 3991 5
8726 2945 5
152 574 7
5600 7485 10
481 2301 9
6659 3531 10
265 6489 5
6056 1314 8
5535 7275 7
7254 2919 10
2426 6553 10
7856 3185 3
8658 1003 1
3312 3687 8
8762 3055 2
9220 5838 9
4368 3635 9
8430 2847 8
635 1401 3
9077 2982 6
9731 4373 10
897 869 5
8830 8896 3
2639 294 2
7597 1085 5
3577 8012 1
9299 5598 7
4489 5927 5
7580 5857 1
2694 6795 7
689 6224 9
4600 4409 5
5968 4352 5
3491 7346 2
5468 436 2
4846 3881 5
1650 6667 6
3504 4666 6
2465 3436 7
6757 7677 6
3536 2181 8
8640 7648 9
1596 3937 9
1195 9062 8
4928 4709 10
4801 1412 8
9771 7589 9
6371 427 7
1269 1956 3
6599 2371 8
8911 5490 10
7568 3491 1
8191 2656 7
3877 6177 10
7965 9847 7
5313 639 1
1551 466 10
1158 43 7
9053 8622 8
541 7188 8
4654 6569 4
3407 5939 9
9506 3114 5
2820 1883 6
4719 6552 1
3519 9985 6
130 5518 10
1489 8708 1
6832 7042 5
3402 2560 2
2707 2810 2
1115 9903 10
600 6165 10
8172 1644 6
3843 5111 3
978 2441 6
1864 8078 3
1202 9420 4
4162 4013 6
4856 2331 6
3510 1122 7
5900 3134 8
3261 5762 3
5003 9535 5
4292 1892 6
8017 9376 4
5136 4473 5
9718 6927 7
1090 3463 6
4034 8794 8
4557 3542 9
589 725 8
6564 397 10
4236 8600 2
1721 9569 2
1674 2458 7
9123 7340 6
7718 3629 3
4553 902 8
2740 260 2
6169 4930 6
6625 7198 7
6566 8175 10
9939 9085 8
4898 7304 5
2473 9687 10
4457 7744 2
6487 1252 3
4130 1818 4
4449 2015 9
9323 196 7
7337 2986 1
9569 233 8
7914 7732 3
1547 2268 2
320 9030 5
1867 9806 8
6211 5930 8
7211 3511 5
2803 5970 3
1947 4244 5
906 674 7
5155 6279 1
1799 5077 9
7979 3064 5
4377 7910 3
5948 8678 7
4602 7107 2
4986 3539 8
6638 4512 1
2484 604 2
2791 8382 9
8525 6284 10
6021 9279 6
6081 3954 2
7840 4784 4
3275 5075 4
8683 9371 9
4438 433 3
5078 8609 10
1548 7612 9
4799 4420 1
3083 863 4
5536 9674 10
9462 9767 8
395 6168 9
1952 8458 8
2727 7110 6
6559 9113 10
8762 2040 9
3732 4737 4
9808 6925 2
9453 7372 1
395 5545 3
8282 8983 7
6498 9026 7
808 1017 5
8120 8816 9
7239 6314 9
9260 2747 7
5771 1824 7
4420 5063 10
9165 7572 4
7724 6986 1
6704 6827 6
2544 1336 1
8718 5077 4
1202 1684 1
6793 5985 4
2649 4296 2
1799 2824 4
2677 6030 4
1733 7767 8
1075 6831 4
8056 7194 1
6566 6610 5
8489 693 7
8637 8700 8
2493 7605 2
7424 3700 6
8266 3504 4
6468 8274 7
5417 7352 1
8039 614 7
5813 6005 6
4101 2752 4
37 7366 9
6071 315 1
4239 2328 6
7197 82 5
843 5429 8
4918 2048 10
1683 9647 7
4953 4553 3
6993 5304 3
6223 1680 3
2323 1715 2
8331 7135 2
4078 1658 4
2953 9239 8
1982 3670 8
1309 9741 2
8728 3672 9
6487 5353 2
2639 9013 4
8694 2651 8
8064 3804 5
847 8344 5
1531 6827 4
5080 6493 1
7058 4646 1
6287 9608 4
3519 6872 7
5757 6355 10
8139 3360 3
7182 1764 5
363 3696 1
2483 1070 9
59 1113 7
4311 9028 2
9218 4898 7
8161 9561 7
369 2837 7
6554 9396 6
1242 2384 10
6733 7256 9
5644 6845 5
5106 3877 5
9599 5174 9
833 7099 4
1737 6132 3
5014 4741 7
6773 1141 2
9493 2886 3
6470 4654 1
8973 9400 3
9661 8839 8
7705 1437 8
9397 9234 7
2875 4257 3
9878 8630 2
8830 4790 10
2751 5397 8
7253 3558 4
4739 8612 7
231 9236 10
5288 4648 10
47 4645 4
2811 3644 10
2230 8963 7
1271 32 1
7846 5100 2
2754 9403 5
7124 3737 10
1563 6314 7
1907 631 4
4098 2409 7
2435 6981 10
8512 9407 9
2713 4423 6
5956 2098 8
3476 2823 5
5340 1012 5
758 3384 10
3688 3547 3
1426 7005 6
8561 7622 10
1236 7230 3
2780 7999 6
1776 2404 4
6048 2459 2
8980 656 5
659 8680 8
9414 3495 6
7695 1562 9
2843 2116 1
4561 722 1
3727 278 10
2728 6012 3
2369 4669 6
1405 6684 10
9782 6959 9
7488 9766 8
4162 6940 6
1832 8775 10
5753 7587 7
6497 7615 4
276 6164 10
4631 7191 2
6197 1729 8
1893 8181 2
5241 8949 5
3324 1635 2
4190 1267 10
4612 2642 10
4086 2764 1
4538 7106 3
788 8292 10
2768 3685 4
4065 7653 2
9679 8671 9
7881 2328 8
1622 6358 5
1547 5258 1
43 6109 1
6982 875 7
9569 2769 2
2050 8186 9
3400 4739 7
4405 7832 8
4429 4688 7
7362 3525 10
2112 6488 2
7410 6218 9
6220 318 9
1824 254 1
7042 6839 8
17 992 6
1120 8891 10
8004 9320 7
1777 6810 7
1514 7605 1
9596 9605 6
115 6794 4
9283 5834 5
9579 6760 9
389 6118 5
1396 928 8
2689 7837 2
3979 857 6
2054 4976 3
9901 4971 8
7101 9097 2
675 2821 2
2140 6895 3
3462 5064 6
5596 3398 4
4842 8827 8
8289 9929 10
2642 3961 4
3899 4992 10
5314 6679 8
3617 8872 9
133 8519 10
1048 9379 1
4426 8650 5
1416 8658 7
1073 9590 2
4256 5795 1
9527 8375 9
715 8922 7
2938 4264 2
9083 7449 8
2265 533 1
865 8820 3
9571 938 7
5448 7718 4
2006 2792 6
6530 6308 1
2691 6839 2
5070 8807 3
6216 4119 1
2157 9070 10
9738 2061 10
2530 4339 4
1020 1456 8
5060 5674 6
8149 1085 10
3240 572 4
3618 4647 7
1483 4956 4
6774 6937 7
9592 8451 2
2173 1747 8
2656 7912 1
6869 5860 6
9944 72 4
9906 187 6
6836 5438 4
3812 6806 7
908 418 2
6932 6813 9
6649 1558 5
6583 6897 9
444 9782 5
7478 598 5
2315 4838 5
8312 8041 1
2971 8539 6
3676 5869 1
6996 9799 4
5326 1495 1
9682 8425 1
1453 7631 9
6676 740 6
8382 132 1
5477 2762 9
6875 3586 6
4114 5550 10
1644 5411 7
5588 9740 1
6374 8331 1
237 5718 5
8477 9644 4
